OU_ID,FACILITY_NAME,TYPE,ADDRESS_1,ADDRESS_2,ADDRESS_3,PCODE,STATE,TELEPHONE,FAX,SUPERIOR_ORG_ID,SUPERIOR_ORG_NAME,LATITUDE,LONGITUDE
541210,PROSPECT EAST POST SHOP,RP,SHOPS 10/11 NORTHPARK SHOPPING CENTRE,264 MAIN NORTH ROAD,PROSPECT SA,5082,SA,08 8309 4370,08 8344 9294,508381,NORTHERN RETAIL CORP OFFICES,,
541405,RENMARK POST SHOP,RP,,24 RAL RAL AVENUE,RENMARK SA,5341,SA,08 8586 6020,08 8586 5941,508381,NORTHERN RETAIL CORP OFFICES,,
542010,ST AGNES POST SHOP,RP,,1242 NORTH EAST ROAD,ST AGNES SA,5097,SA,08 8402 3136,08 8263 1515,508381,NORTHERN RETAIL CORP OFFICES,,
542133,SALISBURY POST SHOP,RP,SHOP 63 PARABANKS SHOPPING CENTRE,JOHN STREET,SALISBURY SA,5108,SA,08 8307 5440,08 8250 9635,508381,NORTHERN RETAIL CORP OFFICES,,
542811,STRATHALBYN POST SHOP,RP,,37 COMMERCIAL ROAD,STRATHALBYN SA,5255,SA,08 8536 8734,08 8536 3539,508402,SOUTHERN RETAIL CORP OFFICES,,
543187,TANUNDA POST SHOP,RP,,62 MURRAY STREET,TANUNDA SA,5352,SA,08 8563 2020,08 8563 3324,508381,NORTHERN RETAIL CORP OFFICES,,
543451,TORRENSVILLE PLAZA POST SHOP,RP,TORRENSVILLE PLAZA,159 HENLEY BEACH ROAD,MILE END SA,5031,SA,08 8400 3341,08 8234 0039,508402,SOUTHERN RETAIL CORP OFFICES,,
543662,UNLEY POST SHOP,RP,SHOP 1 UNLEY SHOPPING CENTRE,204 UNLEY ROAD,UNLEY SA,5061,SA,08 8306 7045,08 8373 1740,508402,SOUTHERN RETAIL CORP OFFICES,,
543806,VICTOR HARBOR POST SHOP,RP,,54 OCEAN STREET,VICTOR HARBOR SA,5211,SA,08 8551 5021,08 8552 4478,508402,SOUTHERN RETAIL CORP OFFICES,,
544032,WAIKERIE POST SHOP,RP,,4 WHITE STREET,WAIKERIE SA,5330,SA,08 8541 2818,08 8541 3327,508381,NORTHERN RETAIL CORP OFFICES,,
544411,WEST LAKES POST SHOP,RP,SHOP 43,BREBNER DRIVE,WEST LAKES SA,5021,SA,08 8356 6847,08 8356 5373,508381,NORTHERN RETAIL CORP OFFICES,,
544462,WHYALLA NORRIE POST SHOP,RP,SHOP 18 WESTLAND SHOPPING CENTRE,193 - 199 NICOLSON AVE,WHYALLA NORRIE SA,5608,SA,08 8647 5050,08 8645 9119,508381,NORTHERN RETAIL CORP OFFICES,,
544470,WHYALLA POST SHOP,RP,,13 DARLING TERRACE,WHYALLA SA,5600,SA,08 8647 5040,08 8645 8267,508381,NORTHERN RETAIL CORP OFFICES,,
731161,HOBART BATHURST ST POST SHOP,RP,,93 BATHURST STREET,HOBART TAS,7000,TAS,03 6236 3540,03 6236 3537,720024,CONSUMER AREA MGR - HIERARCHY,,
731241,BEACONSFIELD POST SHOP,RP,,108 WELD STREET,BEACONSFIELD TAS,7270,TAS,03 6383 6100,03 6383 6101,720024,CONSUMER AREA MGR - HIERARCHY,,
731751,BURNIE POST SHOP,RP,,1/87 WILSON STREET,BURNIE TAS,7320,TAS,03 6434 5570,03 6431 5934,720024,CONSUMER AREA MGR - HIERARCHY,,
732500,DELORAINE POST SHOP,RP,,10 EMU BAY ROAD,DELORAINE TAS,7304,TAS,03 6362 8150,03 6362 8152,720024,CONSUMER AREA MGR - HIERARCHY,,
732578,DEVONPORT POST SHOP,RP,,88 FORMBY RD,DEVONPORT TAS,7310,TAS,03 6421 5713,03 6424 7658,720024,CONSUMER AREA MGR - HIERARCHY,,
733255,GEORGE TOWN POST SHOP,RP,,78 MACQUARIE STREET,GEORGE TOWN TAS,7253,TAS,03 6382 9501,03 6382 9502,720024,CONSUMER AREA MGR - HIERARCHY,,
733319,GLENORCHY POST SHOP,RP,,UNIT 2 370 MAIN ROAD,GLENORCHY TAS,7010,TAS,03 6214 7700,03 6214 7702,720024,CONSUMER AREA MGR - HIERARCHY,,
733781,HOBART NORTH POST SHOP,RP,,412 ELIZABETH STREET,NORTH HOBART TAS,7000,TAS,03 6236 3580,03 6236 3581,720024,CONSUMER AREA MGR - HIERARCHY,,
734012,HUONVILLE POST SHOP,RP,,38 MAIN STREET,HUONVILLE TAS,7109,TAS,03 6264 9000,03 6264 9001,720024,CONSUMER AREA MGR - HIERARCHY,,
734098,MOWBRAY HEIGHTS POST SHOP,RP,,UNIT 2  262 INVERMAY ROAD,MOWBRAY HEIGHTS TAS,7248,TAS,03 6336 0510,03 6336 0511,720024,CONSUMER AREA MGR - HIERARCHY,,
734282,KINGSTON POST SHOP,RP,CHANNEL COURT SHOPPING CENTRE,SHOP 80 29 CHANNEL COURT,KINGSTON TAS,7050,TAS,03 6211 8870,03 6211 8871,720024,CONSUMER AREA MGR - HIERARCHY,,
734397,KINGS MEADOWS POST SHOP,RP,,102 HOBART ROAD,KINGS MEADOWS TAS,7249,TAS,03 6340 3151,03 6343 1544,720024,CONSUMER AREA MGR - HIERARCHY,,
734645,LONGFORD POST SHOP,RP,,7 MARLBOROUGH STREET,LONGFORD TAS,7301,TAS,03 6391 4500,03 6391 4501,720024,CONSUMER AREA MGR - HIERARCHY,,
735306,MOONAH POST SHOP,RP,,66 MAIN ROAD,MOONAH TAS,7009,TAS,03 6211 3431,03 6211 3432,720024,CONSUMER AREA MGR - HIERARCHY,,
735533,NEW NORFOLK POST SHOP,RP,,34-36 HIGH STREET,NEW NORFOLK TAS,7140,TAS,03 6261 8350,03 6261 8352,720024,CONSUMER AREA MGR - HIERARCHY,,
736341,QUEENSTOWN POST SHOP,RP,,32-34 ORR STREET,QUEENSTOWN TAS,7467,TAS,03 6471 4850,03 6471 4851,720024,CONSUMER AREA MGR - HIERARCHY,,
736886,ROSNY PARK POST SHOP,RP,,17A BLIGH STREET,ROSNY PARK TAS,7018,TAS,03 6211 3445,03 6211 3447,720024,CONSUMER AREA MGR - HIERARCHY,,
737010,SANDY BAY POST SHOP,RP,,48 KING STREET,SANDY BAY TAS,7005,TAS,03 6211 8872,03 6211 8874,720024,CONSUMER AREA MGR - HIERARCHY,,
737109,SCOTTSDALE POST SHOP,RP,,27 KING STREET,SCOTTSDALE TAS,7260,TAS,03 6352 5601,03 6352 5602,720024,CONSUMER AREA MGR - HIERARCHY,,
737256,SMITHTON POST SHOP,RP,,8 SMITH STREET,SMITHTON TAS,7330,TAS,03 6452 4000,03 6452 4002,720024,CONSUMER AREA MGR - HIERARCHY,,
737344,SORELL POST SHOP,RP,,19 GORDON STREET,SORELL TAS,7172,TAS,03 6265 6503,03 6265 6504,720024,CONSUMER AREA MGR - HIERARCHY,,
737491,ST HELENS POST SHOP,RP,,46 CECILIA ST,ST HELENS TAS,7216,TAS,03 6376 5350,03 6376 5351,720024,CONSUMER AREA MGR - HIERARCHY,,
738136,ULVERSTONE POST SHOP,RP,,39 REIBEY ST,ULVERSTONE TAS,7315,TAS,03 6490 8860,03 6490 8861,720024,CONSUMER AREA MGR - HIERARCHY,,
738742,WYNYARD POST SHOP,RP,,33A GOLDIE STREET,WYNYARD TAS,7325,TAS,03 6443 8200,03 6443 8203,720024,CONSUMER AREA MGR - HIERARCHY,,
739016,HOBART GPO POST SHOP,RP,,9 ELIZABETH STREET,HOBART TAS,7000,TAS,03 6236 3577,03 6236 3575,720024,CONSUMER AREA MGR - HIERARCHY,,
740017,LAUNCESTON POST SHOP,RP,,111 ST JOHN STREET,LAUNCESTON TAS,7250,TAS,03 6336 1162,03 6336 1161,720024,CONSUMER AREA MGR - HIERARCHY,,
301719,SOUTHBANK PS,RP,SHOP 12,1 FRESHWATER PLACE,SOUTHBANK VIC,3006,VIC,03 9299 8040,03 9299 8042,355232,CENTRAL AREA MANAGER & STAFF,,
302105,QV QUEEN VICTORIA POST SHOP,RP,SHOP 49,LEVEL 1 210 LONSDALE STREET,MELBOURNE VIC,3000,VIC,03 9203 3268,03 9203 3269,355232,CENTRAL AREA MANAGER & STAFF,,
310279,GEELONG POST OFFICE,RP,,108 GHERINGHAP STREET,GEELONG  VIC,3220,VIC,03 5228 5522,03 5228 5523,355238,WEST AREA MANAGER & STAFF,,
318369,TULLAMARINE POST OFFICE,RP,,3/ 5 TULLAMARINE PARK ROAD,TULLAMARINE VIC,3043,VIC,03 9299 1543,03 9299 1546,355238,WEST AREA MANAGER & STAFF,,
318588,HALLAM POST OFFICE *CLOSED*,RP,,UNIT 4  161-165 PRINCES HIGHWAY,HALLAM VIC,3803,VIC,03 9702 4549,03 9702 4576,355236,SOUTH EAST AREA MANAGER & STAF,,
318780,FITZROY POST OFFICE,RP,,377 GORE STREET,FITZROY VIC,3065,VIC,03 9201 1330,03 9201 1339,355232,CENTRAL AREA MANAGER & STAFF,,
319839,WERRIBEE PLAZA POST SHOP,RP,SHOP T110 WERRIBEE PLAZA SHOPPING CENTRE,250 HEATHS ROAD,HOPPERS CROSSING VIC,3029,VIC,03 9731 5921,03 9731 5922,355238,WEST AREA MANAGER & STAFF,,
320258,SOUTH MELBOURNE MARKET STREET,RP,,85-97 MARKET STREET,SOUTH MELBOURNE VIC,3205,VIC,03 9299 8051,03 9299 8053,355232,CENTRAL AREA MANAGER & STAFF,,
321808,BENTLEIGH EAST POST SHOP,RP,,714 CENTRE ROAD,BENTLEIGH EAST  VIC,3165,VIC,03 9579 7510,03 9579 7810,355232,CENTRAL AREA MANAGER & STAFF,,
322202,FRANKSTON POST SHOP,RP,,27 PLAYNE STREET,FRANKSTON VIC,3199,VIC,03 9293 1101,03 9293 1100,355236,SOUTH EAST AREA MANAGER & STAF,,
324435,CHURCH STREET POST OFFICE,RP,,17 CHURCH STREET,TRARALGON VIC,3844,VIC,03 5176 3744,03 5176 3748,355236,SOUTH EAST AREA MANAGER & STAF,,
325032,MELBOURNE A'BECKETT STREET RP,RP,GROUND LEVEL,410 ELIZABETH STREET,MELBOURNE VIC,3000,VIC,03 9203 3230,03 9203 3237,355232,CENTRAL AREA MANAGER & STAFF,,
325075,ALBERT PARK POST SHOP,RP,,97 VICTORIA AVENUE,ALBERT PARK  VIC,3206,VIC,03 9299 8000,03 9299 8003,355232,CENTRAL AREA MANAGER & STAFF,,
325147,NATIONAL PHILATELIC CTR*CLOSED,RP,GROUND FLOOR,321 EXHIBITION STREET,MELBOURNE  VIC,3000,VIC,03 9204 7736,03 9204 7740,355232,CENTRAL AREA MANAGER & STAFF,,
325198,ALTONA POST SHOP,RP,,44-48 PIER STREET,ALTONA  VIC,3018,VIC,03 9932 2703,03 9932 2705,355238,WEST AREA MANAGER & STAFF,,
325219,ALTONA NORTH POST SHOP,RP,,2 DUKE STREET,ALTONA NORTH  VIC,3025,VIC,03 9932 2701,03 9932 2702,355238,WEST AREA MANAGER & STAFF,,
325382,ARARAT POST SHOP,RP,,93 BARKLY STREET,ARARAT  VIC,3377,VIC,03 5355 2930,03 5355 2932,355238,WEST AREA MANAGER & STAFF,,
325577,ASHBURTON POST SHOP,RP,,291 HIGH STREET,ASHBURTON  VIC,3147,VIC,03 9253 3727,03 9253 3736,355232,CENTRAL AREA MANAGER & STAFF,,
325809,BAIRNSDALE POST SHOP,RP,,16-18 NICHOLSON STREET,BAIRNSDALE  VIC,3875,VIC,03 5150 7440,03 5150 7443,355236,SOUTH EAST AREA MANAGER & STAF,,
325841,BALACLAVA POST SHOP,RP,,244 CARLISLE STREET,BALACLAVA  VIC,3183,VIC,03 9295 1626,03 9295 1627,355232,CENTRAL AREA MANAGER & STAFF,,
325876,BALLARAT POST SHOP,RP,SHOP 31 CENTRAL SQUARE,10-16 ARMSTRONG STREET SOUTH,BALLARAT CENTRAL VIC,3350,VIC,03 5336 5736,03 5336 5737,355238,WEST AREA MANAGER & STAFF,,
325913,BAKERY HILL POST OFFICE,RP,,20-36 HUMFFRAY STREET NORTH,BAKERY HILL VIC,3354,VIC,03 5336 5751,03 5336 5752,355238,WEST AREA MANAGER & STAFF,,
325999,BALWYN POST SHOP,RP,,254 WHITEHORSE ROAD,BALWYN  VIC,3103,VIC,03 9836 1185,03 9888 5067,355234,NORTH AREA MANAGER & STAFF,,
326561,BEECHWORTH POST SHOP,RP,,28A CAMP STREET,BEECHWORTH  VIC,3747,VIC,03 5728 1166,03 5728 2923,355234,NORTH AREA MANAGER & STAFF,,
326641,BELMONT POST SHOP,RP,,2A CORIO STREET,BELMONT  VIC,3216,VIC,03 5241 2410,03 5241 2184,355238,WEST AREA MANAGER & STAFF,,
326705,BENALLA POST SHOP,RP,,44 BRIDGE STREET EAST,BENALLA  VIC,3672,VIC,03 5760 1141,03 5760 1142,355234,NORTH AREA MANAGER & STAFF,,
326764,BENDIGO CENTRAL POST SHOP,RP,,261 HARGREAVES STREET,BENDIGO  VIC,3550,VIC,03 5434 9520,03 5434 9523,355238,WEST AREA MANAGER & STAFF,,
326895,BENTLEIGH POST SHOP,RP,,366 CENTRE ROAD,BENTLEIGH  VIC,3204,VIC,03 9954 1187,03 9954 1189,355232,CENTRAL AREA MANAGER & STAFF,,
326991,BERWICK POST SHOP,RP,,17 HIGH STREET,BERWICK VIC,3806,VIC,03 9293 3476,03 9293 3478,355236,SOUTH EAST AREA MANAGER & STAF,,
327046,TIMOR STREET POST OFFICE,RP,,187 TIMOR STREET,WARRNAMBOOL VIC,3280,VIC,03 5559 5951,03 5559 5953,355238,WEST AREA MANAGER & STAFF,,
327177,BLACKBURN POST SHOP,RP,,9-11 CHAPEL STREET,BLACKBURN  VIC,3130,VIC,03 9253 3753,03 9253 3754,355234,NORTH AREA MANAGER & STAFF,,
327521,BORONIA POST SHOP,RP,,4/50 DORSET SQUARE,BORONIA VIC,3155,VIC,03 9294 4100,03 9294 4103,355234,NORTH AREA MANAGER & STAFF,,
327679,BOX HILL CENTRAL POST SHOP,RP,SHOP 11-12  BOX HILL CENTRAL,1 MAIN STREET,BOX HILL VIC,3128,VIC,03 9856 5635,03 9856 5749,355234,NORTH AREA MANAGER & STAFF,,
327855,BRIGHTON POST SHOP,RP,DENDY PLAZA SHOPPING CENTRE,SHOPS 17-20 26-34 CHURCH STREET,BRIGHTON VIC,3186,VIC,03 9253 3791,03 9253 3798,355232,CENTRAL AREA MANAGER & STAFF,,
328241,BULLEEN POST SHOP,RP,BULLEEN PLAZA,SHOP 30A 101 MANNINGHAM ROAD,BULLEEN VIC,3105,VIC,03 9298 3968,03 9298 3970,353017,NORTH EAST AREA MGR & STAFF,,
328444,BURWOOD POST SHOP,RP,SHOP 4-6,1405 TOORAK ROAD,CAMBERWELL VIC,3124,VIC,03 9856 5636,03 9856 5638,355232,CENTRAL AREA MANAGER & STAFF,,
328567,CAMBERWELL POST SHOP,RP,,2 PROSPECT HILL ROAD,CAMBERWELL VIC,3124,VIC,03 9298 3961,03 9298 3965,355232,CENTRAL AREA MANAGER & STAFF,,
328671,CAMPERDOWN POST SHOP,RP,,190-192 MANIFOLD STREET,CAMPERDOWN VIC,3260,VIC,03 5593 1178,03 5593 1912,355238,WEST AREA MANAGER & STAFF,,
328866,CARLTON SOUTH RP,RP,,113 LYGON STREET,CARLTON VIC,3053,VIC,03 9203 3270,03 9203 3275,355232,CENTRAL AREA MANAGER & STAFF,,
328874,CARNEGIE POST SHOP,RP,,95 KOORNANG ROAD,CARNEGIE VIC,3163,VIC,03 9295 1638,03 9295 1639,355232,CENTRAL AREA MANAGER & STAFF,,
328997,CASTLEMAINE POST SHOP,RP,,202 BARKER STREET,CASTLEMAINE VIC,3450,VIC,03 5472 1034,03 5472 3258,355238,WEST AREA MANAGER & STAFF,,
329113,CAULFIELD SOUTH POST SHOP,RP,,330-332 HAWTHORN ROAD,CAULFIELD VIC,3162,VIC,03 9295 1631,03 9295 1630,355232,CENTRAL AREA MANAGER & STAFF,,
329201,CHADSTONE CENTRE POST SHOP,RP,SHOP F026 CHADSTONE SHOPPING CENTRE,1341 DANDENONG ROAD,MALVERN EAST VIC,3145,VIC,03 9954 4950,03 9954 4954,355232,CENTRAL AREA MANAGER & STAFF,,
329287,CHELSEA POST SHOP,RP,,1 THE STRAND,CHELSEA VIC,3196,VIC,03 9293 1103,03 9293 1104,355236,SOUTH EAST AREA MANAGER & STAF,,
329586,CLAYTON POST SHOP,RP,,18 DUNSTAN STREET,CLAYTON VIC,3168,VIC,03 9253 1200,03 9253 1204,355236,SOUTH EAST AREA MANAGER & STAF,,
329762,COBRAM POST SHOP,RP,,35 BANK STREET,COBRAM VIC,3644,VIC,03 5872 1271,03 5872 1830,355234,NORTH AREA MANAGER & STAFF,,
329770,COBURG POST SHOP,RP,,SHOP 5  435 SYDNEY ROAD,COBURG VIC,3058,VIC,03 9297 3371,03 9297 3373,355238,WEST AREA MANAGER & STAFF,,
329893,COLAC POST SHOP,RP,,162 MURRAY STREET,COLAC VIC,3250,VIC,03 5231 7220,03 5231 7223,355238,WEST AREA MANAGER & STAFF,,
330018,COLLINGWOOD POST SHOP,RP,,186-188 SMITH STREET,COLLINGWOOD VIC,3066,VIC,03 9201 1310,03 9201 1312,355232,CENTRAL AREA MANAGER & STAFF,,
330130,CORIO POST SHOP,RP,SHOP G32 CORIO VILLAGE SHOPPING CENTRE,83 PURNELL ROAD,CORIO VIC,3214,VIC,03 5228 5519,03 5228 5528,355238,WEST AREA MANAGER & STAFF,,
330309,COWES POST SHOP,RP,,73-79 THOMPSON AVENUE,COWES VIC,3922,VIC,03 5952 2929,03 5952 3140,355236,SOUTH EAST AREA MANAGER & STAF,,
330333,CRAIGIEBURN POST SHOP,RP,SHOP 20 THE MALL,10 CRAIGIEBURN ROAD WEST,CRAIGIEBURN VIC,3064,VIC,03 9308 1232,03 9305 5138,355234,NORTH AREA MANAGER & STAFF,,
330341,CRANBOURNE PARK POST SHOP,RP,SHOP 59  CRANBOURNE PARK SHOPPING CENTRE,123-139 HIGH STREET,CRANBOURNE VIC,3977,VIC,03 5990 4576,03 5990 4578,355236,SOUTH EAST AREA MANAGER & STAF,,
330528,MILDURA POST SHOP,RP,,85 LIME AVENUE,MILDURA VIC,3500,VIC,03 5051 6995,03 5051 6997,355234,NORTH AREA MANAGER & STAFF,,
330536,CROYDON POST SHOP,RP,,138-148 MAIN STREET,CROYDON VIC,3136,VIC,03 9294 5900,03 9294 5905,355234,NORTH AREA MANAGER & STAFF,,
330675,WATERGARDENS POST SHOP,RP,SHOP 49  WATERGARDENS SHOPPING CENTRE,399 MELTON HWY,TAYLORS LAKES VIC,3038,VIC,03 9299 1547,03 9299 1549,355238,WEST AREA MANAGER & STAFF,,
330771,DANDENONG POST SHOP,RP,,228 LONSDALE STREET,DANDENONG VIC,3175,VIC,03 9293 6520,03 9293 6522,355236,SOUTH EAST AREA MANAGER & STAF,,
331088,MELBOURNE FLINDERS LANE PS,RP,,246 FLINDERS LANE,MELBOURNE  VIC,3000,VIC,03 9203 3241,03 9203 3246,355232,CENTRAL AREA MANAGER & STAFF,,
331213,DIAMOND CREEK POST SHOP,RP,SHOP 16  DIAMOND CREEK PLAZA,72 MAIN HURSTBRIDGE ROAD,DIAMOND CREEK VIC,3089,VIC,3 9471 5835,3 9471 5847,353017,NORTH EAST AREA MGR,,
331379,DONCASTER POST SHOP,RP,SHOP G024/5 WESTFIELD SHOPPINGTOWN,619 DONCASTER ROAD,DONCASTER VIC,3108,VIC,03 9298 3973,03 9298 3976,355234,NORTH AREA MANAGER & STAFF,,
331387,DONCASTER EAST POST SHOP,RP,,67 TUNSTALL SQUARE,DONCASTER EAST VIC,3109,VIC,03 9298 3920,03 9298 3922,355234,NORTH AREA MANAGER & STAFF,,
331555,DROMANA POST SHOP,RP,,277 POINT NEPEAN ROAD,DROMANA VIC,3936,VIC,03 5950 3493,03 5950 3494,355236,SOUTH EAST AREA MANAGER & STAF,,
331758,EAST MELBOURNE POST SHOP,RP,GROUND FLOOR,126 WELLINGTON PARADE,EAST MELBOURNE VIC,3002,VIC,03 9201 1390,03 9201 1395,355232,CENTRAL AREA MANAGER & STAFF,,
331766,ECHUCA POST SHOP,RP,,227 PAKENHAM STREET,ECHUCA VIC,3564,VIC,03 5481 4961,03 5481 4962,355234,NORTH AREA MANAGER & STAFF,,
331985,ELSTERNWICK POST SHOP,RP,,373 GLENHUNTLY ROAD,ELSTERNWICK VIC,3185,VIC,03 9253 3737,03 9253 3739,355232,CENTRAL AREA MANAGER & STAFF,,
332021,ELTHAM POST SHOP,RP,,963A MAIN ROAD,ELTHAM VIC,3095,VIC,03 9471 5803,03 9471 5805,355234,NORTH AREA MANAGER & STAFF,,
332101,EMERALD POST SHOP,RP,,3 KILVINGTON DRIVE,EMERALD VIC,3782,VIC,03 5954 2010,03 5954 2011,355234,NORTH AREA MANAGER & STAFF,,
332152,EPPING POST SHOP,RP,SHOP 109  EPPING PLAZA SHOPPING CENTRE,571 HIGH STREET,EPPING VIC,3076,VIC,03 9471 5838,03 9471 5839,355234,NORTH AREA MANAGER & STAFF,,
332224,ESSENDON POST SHOP,RP,,881 MOUNT ALEXANDER ROAD,ESSENDON VIC,3040,VIC,03 9299 1540,03 9299 1545,355238,WEST AREA MANAGER & STAFF,,
332283,EUROA POST SHOP,RP,EUROA SHOPPING CENTRE,88A BINNEY STREET,EUROA VIC,3666,VIC,03 5795 2198,03 5795 2722,355234,NORTH AREA MANAGER & STAFF,,
332347,FAIRFIELD POST SHOP,RP,,145A STATION STREET,FAIRFIELD VIC,3078,VIC,03 9299 3110,03 9299 3111,355234,NORTH AREA MANAGER & STAFF,,
332582,FITZROY POST SHOP *CLOSED*,RP,,SHOP 3  234 BRUNSWICK STREET,FITZROY VIC,3065,VIC,03 9201 1333,03 9201 1335,355232,CENTRAL AREA MANAGER & STAFF,,
332697,FLEMINGTON POST SHOP,RP,,2A WELLINGTON STREET,FLEMINGTON VIC,3031,VIC,03 9954 8880,03 9954 8883,355238,WEST AREA MANAGER & STAFF,,
332726,FOOTSCRAY POST SHOP,RP,,182 BARKLY STREET,FOOTSCRAY VIC,3011,VIC,03 9954 8884,03 9954 8887,355238,WEST AREA MANAGER & STAFF,,
332785,FOREST HILL POST SHOP,RP,SHOP 214A  FOREST HILL CHASE,270 CANTERBURY ROAD,FOREST HILL VIC,3131,VIC,03 9298 3811,03 9298 3813,355234,NORTH AREA MANAGER & STAFF,,
332961,FRANKSTON CENTRAL POST SHOP,RP,SHOP 1-2 & 5,54-58 WELLS STREET,FRANKSTON VIC,3199,VIC,03 9293 1111,03 9293 1113,355236,SOUTH EAST AREA MANAGER & STAF,,
333139,MARKET SQUARE POST OFFICE,RP,,99 MOORABOOL STREET,GEELONG  VIC,3220,VIC,03 5228 5515,03 5228 5517,355238,WEST AREA MANAGER & STAFF,,
333374,GISBORNE POST SHOP,RP,GISBORNE VILLAGE MARKET,SHOP 9  34A HAMILTON STREET,GISBORNE  VIC,3437,VIC,03 5428 2366,03 5428 2990,355238,WEST AREA MANAGER & STAFF,,
333657,GLENROY POST SHOP,RP,,9 POST OFFICE PLACE,GLENROY  VIC,3046,VIC,03 9299 1591,03 9299 1592,355238,WEST AREA MANAGER & STAFF,,
333729,THE GLEN POST SHOP,RP,SHOP 268  THE GLEN SHOPPING CENTRE,235 SPRINGVALE ROAD,GLEN WAVERLEY  VIC,3150,VIC,03 9253 3724,03 9253 3726,355236,SOUTH EAST AREA MANAGER & STAF,,
333964,GREENSBOROUGH POST SHOP,RP,SHOP 120 GREENSBOROUGH PLAZA SHOPPING CT,L1 25 MAIN STREET,GREENSBOROUGH  VIC,3088,VIC,03 9201 1380,03 9201 1382,355234,NORTH AREA MANAGER & STAFF,,
334131,HAMILTON POST SHOP,RP,,57 GRAY STREET,HAMILTON VIC,3300,VIC,03 5551 7320,03 5551 7323,355238,WEST AREA MANAGER & STAFF,,
334158,HAMPTON POST SHOP,RP,,440 HAMPTON STREET,HAMPTON VIC,3188,VIC,03 9253 3700,03 9253 3703,355232,CENTRAL AREA MANAGER & STAFF,,
334326,HASTINGS POST SHOP,RP,,68 HIGH STREET,HASTINGS VIC,3915,VIC,03 5970 3189,03 5970 3194,355236,SOUTH EAST AREA MANAGER & STAF,,
334633,HEIDELBERG WEST POST SHOP,RP,,31-37 THE MALL,HEIDELBERG WEST VIC,3081,VIC,03 9241 1927,03 9241 1930,355234,NORTH AREA MANAGER & STAFF,,
334844,HIGHPOINT POST SHOP,RP,SHOP 2090 HIGHPOINT SHOPPING CENTRE,200 ROSAMOND ROAD,MARIBYRNONG VIC,3032,VIC,03 9201 5651,03 9201 5652,355238,WEST AREA MANAGER & STAFF,,
334916,HORSHAM POST SHOP,RP,,29 FIREBRACE STREET,HORSHAM VIC,3400,VIC,03 5362 5561,03 5362 5563,355238,WEST AREA MANAGER & STAFF,,
335169,IVANHOE POST SHOP,RP,,90-92 UPPER HEIDELBERG ROAD,IVANHOE VIC,3079,VIC,03 9479 7640,03 9479 7644,355234,NORTH AREA MANAGER & STAFF,,
335644,KERANG POST SHOP,RP,,51-53 VICTORIA STREET,KERANG VIC,3579,VIC,03 5452 1332,03 5452 1817,355234,NORTH AREA MANAGER & STAFF,,
335708,KEW POST SHOP,RP,,276 HIGH STREET,KEW VIC,3101,VIC,03 9201 8103,03 9201 8107,355232,CENTRAL AREA MANAGER & STAFF,,
335740,KEYSBOROUGH POST SHOP,RP,SHOP T3  PARKMORE SHOPPING CENTRE,317 CHELTENHAM ROAD,KEYSBOROUGH VIC,3173,VIC,03 9293 6527,03 9293 6529,355236,SOUTH EAST AREA MANAGER & STAF,,
335994,KNOX CITY CENTRE POST SHOP,RP,SHOP 1042  KNOX CITY SHOPPING CENTRE,425 BURWOOD HIGHWAY,WANTIRNA SOUTH VIC,3152,VIC,03 9298 3990,03 9298 3996,355234,NORTH AREA MANAGER & STAFF,,
336241,KYABRAM POST SHOP,RP,,196 ALLAN STREET,KYABRAM VIC,3620,VIC,03 5852 1022,03 5852 3655,355234,NORTH AREA MANAGER & STAFF,,
336268,KYNETON POST SHOP,RP,,113-117 MOLLISON STREET,KYNETON VIC,3444,VIC,03 5422 1248,03 5422 3405,355238,WEST AREA MANAGER & STAFF,,
336372,LAKES ENTRANCE POST SHOP,RP,,287 ESPLANADE,LAKES ENTRANCE VIC,3909,VIC,03 5150 9020,03 5150 9022,355236,SOUTH EAST AREA MANAGER & STAF,,
336663,MELBOURNE LAW COURTS POST SHOP,RP,GROUND LEVEL,277 WILLIAM STREET,MELBOURNE VIC,3000,VIC,03 9297 3303,03 9297 3304,355232,CENTRAL AREA MANAGER & STAFF,,
336735,LEONGATHA POST SHOP,RP,,4 MCCARTIN STREET,LEONGATHA VIC,3953,VIC,03 5662 2211,03 5662 4342,355236,SOUTH EAST AREA MANAGER & STAF,,
336858,LILYDALE POST SHOP,RP,,266 MAIN STREET,LILYDALE VIC,3140,VIC,03 9294 3170,03 9294 3173,355234,NORTH AREA MANAGER & STAFF,,
337279,MAFFRA POST SHOP,RP,,98 JOHNSON STREET,MAFFRA VIC,3860,VIC,03 5147 1116,03 5147 2022,355236,SOUTH EAST AREA MANAGER & STAF,,
337439,MALVERN POST SHOP,RP,,117 GLENFERRIE ROAD,MALVERN VIC,3144,VIC,03 8543 2007,03 8543 2009,355232,CENTRAL AREA MANAGER & STAFF,,
337519,MANSFIELD POST SHOP,RP,,90 HIGH STREET,MANSFIELD VIC,3722,VIC,03 5775 2248,03 5775 1557,355234,NORTH AREA MANAGER & STAFF,,
337586,MELB COLLINS ST WEST POST SHOP,RP,GROUND LEVEL,440 COLLINS STREET,MELBOURNE VIC,3000,VIC,03 9203 3251,03 9203 3252,355232,CENTRAL AREA MANAGER & STAFF,,
